ddi_id,drug1,drug2,description,level
259,Bumetanide,Gentamicin,BUMETANIDE/GENTAMICIN [VA Drug Interaction],MODERATE
260,Bumetanide,Tobramycin,BUMETANIDE/TOBRAMYCIN [VA Drug Interaction],MODERATE
261,Amikacin,Bumetanide,AMIKACIN/BUMETANIDE [VA Drug Interaction],MODERATE
262,Ethacrynic Acid,Gentamicin,ETHACRYNIC ACID/GENTAMICIN [VA Drug Interaction],MODERATE
263,Ethacrynic Acid,Tobramycin,ETHACRYNIC ACID/TOBRAMYCIN [VA Drug Interaction],MODERATE
264,Amikacin,Ethacrynic Acid,AMIKACIN/ETHACRYNIC ACID [VA Drug Interaction],MODERATE
265,Ampicillin,Gentamicin,AMPICILLIN/GENTAMICIN [VA Drug Interaction],MODERATE
266,Carbenicillin,Gentamicin,CARBENICILLIN/GENTAMICIN [VA Drug Interaction],MODERATE
267,Gentamicin,Mezlocillin,GENTAMICIN/MEZLOCILLIN [VA Drug Interaction],MODERATE
268,Gentamicin,Piperacillin,GENTAMICIN/PIPERACILLIN [VA Drug Interaction],MODERATE
269,Gentamicin,Ticarcillin,GENTAMICIN/TICARCILLIN [VA Drug Interaction],MODERATE
270,Ampicillin,Tobramycin,AMPICILLIN/TOBRAMYCIN [VA Drug Interaction],MODERATE
271,Carbenicillin,Tobramycin,CARBENICILLIN/TOBRAMYCIN [VA Drug Interaction],MODERATE
272,Mezlocillin,Tobramycin,MEZLOCILLIN/TOBRAMYCIN [VA Drug Interaction],MODERATE
273,Piperacillin,Tobramycin,PIPERACILLIN/TOBRAMYCIN [VA Drug Interaction],MODERATE
274,Ticarcillin,Tobramycin,TICARCILLIN/TOBRAMYCIN [VA Drug Interaction],MODERATE
275,Amikacin,Ampicillin,AMIKACIN/AMPICILLIN [VA Drug Interaction],MODERATE
276,Amikacin,Carbenicillin,AMIKACIN/CARBENICILLIN [VA Drug Interaction],MODERATE
277,Amikacin,Mezlocillin,AMIKACIN/MEZLOCILLIN [VA Drug Interaction],MODERATE
278,Amikacin,Piperacillin,AMIKACIN/PIPERACILLIN [VA Drug Interaction],MODERATE
279,Amikacin,Ticarcillin,AMIKACIN/TICARCILLIN [VA Drug Interaction],MODERATE
280,Metoprolol,Verapamil,METOPROLOL/VERAPAMIL [VA Drug Interaction],MAJOR
281,Nadolol,Verapamil,NADOLOL/VERAPAMIL [VA Drug Interaction],MAJOR
282,Ephedrine,Pargyline,EPHEDRINE/PARGYLINE [VA Drug Interaction],MAJOR
283,Pargyline,Phenylpropanolamine,PARGYLINE/PHENYLPROPANOLAMINE [VA Drug Interaction],MAJOR
284,Dopamine,Pargyline,DOPAMINE/PARGYLINE [VA Drug Interaction],MAJOR
285,Penbutolol,Verapamil,PENBUTOLOL/VERAPAMIL [VA Drug Interaction],MAJOR
286,Pentobarbital,Warfarin,PENTOBARBITAL/WARFARIN [VA Drug Interaction],MAJOR
287,Dopamine,Phenelzine,DOPAMINE/PHENELZINE [VA Drug Interaction],MAJOR
288,Phenelzine,Phenylpropanolamine,PHENELZINE/PHENYLPROPANOLAMINE [VA Drug Interaction],MAJOR
289,Ephedrine,Phenelzine,EPHEDRINE/PHENELZINE [VA Drug Interaction],MAJOR
290,Phenobarbital,Warfarin,PHENOBARBITAL/WARFARIN [VA Drug Interaction],MAJOR
291,Cimetidine,Phenytoin,CIMETIDINE/PHENYTOIN [VA Drug Interaction],MAJOR
292,Isoniazid,Phenytoin,ISONIAZID/PHENYTOIN [VA Drug Interaction],MODERATE
293,Pindolol,Verapamil,PINDOLOL/VERAPAMIL [VA Drug Interaction],MAJOR
294,Primidone,Warfarin,PRIMIDONE/WARFARIN [VA Drug Interaction],MAJOR
295,Propranolol,Verapamil,PROPRANOLOL/VERAPAMIL [VA Drug Interaction],MAJOR
296,Timolol,Verapamil,TIMOLOL/VERAPAMIL [VA Drug Interaction],MAJOR
297,Phenylephrine,Tranylcypromine,PHENYLEPHRINE/TRANYLCYPROMINE [VA Drug Interaction],MAJOR
298,Dopamine,Tranylcypromine,DOPAMINE/TRANYLCYPROMINE [VA Drug Interaction],MAJOR
299,Ephedrine,Tranylcypromine,EPHEDRINE/TRANYLCYPROMINE [VA Drug Interaction],MAJOR
300,Isocarboxazid,Phenylpropanolamine,ISOCARBOXAZID/PHENYLPROPANOLAMINE [VA Drug Interaction],MAJOR
301,Isocarboxazid,Phenylephrine,ISOCARBOXAZID/PHENYLEPHRINE [VA Drug Interaction],MAJOR
302,Pargyline,Pseudoephedrine,PARGYLINE/PSEUDOEPHEDRINE [VA Drug Interaction],MAJOR
303,Pargyline,Phenylephrine,PARGYLINE/PHENYLEPHRINE [VA Drug Interaction],MAJOR
304,Phenelzine,Phenylephrine,PHENELZINE/PHENYLEPHRINE [VA Drug Interaction],MAJOR
305,Secobarbital,Warfarin,SECOBARBITAL/WARFARIN [VA Drug Interaction],MAJOR
306,Phenylpropanolamine,Tranylcypromine,PHENYLPROPANOLAMINE/TRANYLCYPROMINE [VA Drug Interaction],MAJOR
307,Pseudoephedrine,Tranylcypromine,PSEUDOEPHEDRINE/TRANYLCYPROMINE [VA Drug Interaction],MAJOR
308,Ampicillin,Netilmicin,AMPICILLIN/NETILMICIN [VA Drug Interaction],MODERATE
309,Carbenicillin,Netilmicin,CARBENICILLIN/NETILMICIN [VA Drug Interaction],MODERATE
310,Mezlocillin,Netilmicin,MEZLOCILLIN/NETILMICIN [VA Drug Interaction],MODERATE
311,Netilmicin,Piperacillin,NETILMICIN/PIPERACILLIN [VA Drug Interaction],MODERATE
312,Netilmicin,Ticarcillin,NETILMICIN/TICARCILLIN [VA Drug Interaction],MODERATE
313,Atracurium,Gentamicin,ATRACURIUM/GENTAMICIN [VA Drug Interaction],MODERATE
314,Gentamicin,Pancuronium,GENTAMICIN/PANCURONIUM [VA Drug Interaction],MODERATE
315,Gentamicin,Tubocurarine,GENTAMICIN/TUBOCURARINE [VA Drug Interaction],MODERATE
316,Atracurium,Tobramycin,ATRACURIUM/TOBRAMYCIN [VA Drug Interaction],MODERATE
317,Pancuronium,Tobramycin,PANCURONIUM/TOBRAMYCIN [VA Drug Interaction],MODERATE
318,Tobramycin,Tubocurarine,TOBRAMYCIN/TUBOCURARINE [VA Drug Interaction],MODERATE
319,Amikacin,Atracurium,AMIKACIN/ATRACURIUM [VA Drug Interaction],MODERATE
320,Amikacin,Pancuronium,AMIKACIN/PANCURONIUM [VA Drug Interaction],MODERATE
321,Amikacin,Tubocurarine,AMIKACIN/TUBOCURARINE [VA Drug Interaction],MODERATE
322,Gentamicin,Vancomycin,GENTAMICIN/VANCOMYCIN [VA Drug Interaction],MODERATE
323,Tobramycin,Vancomycin,TOBRAMYCIN/VANCOMYCIN [VA Drug Interaction],MODERATE
324,Amikacin,Vancomycin,AMIKACIN/VANCOMYCIN [VA Drug Interaction],MODERATE
325,Netilmicin,Vancomycin,NETILMICIN/VANCOMYCIN [VA Drug Interaction],MODERATE
326,Captopril,Indomethacin,CAPTOPRIL/INDOMETHACIN [VA Drug Interaction],MODERATE
327,Enalapril,Indomethacin,ENALAPRIL/INDOMETHACIN [VA Drug Interaction],MODERATE
328,Indomethacin,Lisinopril,INDOMETHACIN/LISINOPRIL [VA Drug Interaction],MODERATE
329,Captopril,Triamterene,CAPTOPRIL/TRIAMTERENE [VA Drug Interaction],MODERATE
330,Enalapril,Triamterene,ENALAPRIL/TRIAMTERENE [VA Drug Interaction],MODERATE
331,Lisinopril,Triamterene,LISINOPRIL/TRIAMTERENE [VA Drug Interaction],MODERATE
332,Captopril,Spironolactone,CAPTOPRIL/SPIRONOLACTONE [VA Drug Interaction],MODERATE
333,Enalapril,Spironolactone,ENALAPRIL/SPIRONOLACTONE [VA Drug Interaction],MODERATE
334,Lisinopril,Spironolactone,LISINOPRIL/SPIRONOLACTONE [VA Drug Interaction],MODERATE
335,Amiloride,Captopril,AMILORIDE/CAPTOPRIL [VA Drug Interaction],MODERATE
336,Amiloride,Enalapril,AMILORIDE/ENALAPRIL [VA Drug Interaction],MODERATE
337,Amiloride,Lisinopril,AMILORIDE/LISINOPRIL [VA Drug Interaction],MODERATE
338,Metronidazole,Warfarin,METRONIDAZOLE/WARFARIN [VA Drug Interaction],MAJOR
339,Phenylbutazone,Warfarin,PHENYLBUTAZONE/WARFARIN [VA Drug Interaction],MAJOR
340,Indomethacin,Warfarin,INDOMETHACIN/WARFARIN [VA Drug Interaction],MODERATE
341,Diclofenac,Warfarin,DICLOFENAC/WARFARIN [VA Drug Interaction],MODERATE
342,Tolmetin,Warfarin,TOLMETIN/WARFARIN [VA Drug Interaction],MODERATE
343,Ibuprofen,Warfarin,IBUPROFEN/WARFARIN [VA Drug Interaction],MODERATE
344,Sulindac,Warfarin,SULINDAC/WARFARIN [VA Drug Interaction],MODERATE
345,Naproxen,Warfarin,NAPROXEN/WARFARIN [VA Drug Interaction],MODERATE
346,Ketoprofen,Warfarin,KETOPROFEN/WARFARIN [VA Drug Interaction],MODERATE
347,Piroxicam,Warfarin,PIROXICAM/WARFARIN [VA Drug Interaction],MODERATE
348,Flurbiprofen,Warfarin,FLURBIPROFEN/WARFARIN [VA Drug Interaction],MODERATE
349,Phenytoin,Warfarin,PHENYTOIN/WARFARIN [VA Drug Interaction],MODERATE
350,Propylthiouracil,Warfarin,PROPYLTHIOURACIL/WARFARIN [VA Drug Interaction],MODERATE
351,Sulfinpyrazone,Warfarin,SULFINPYRAZONE/WARFARIN [VA Drug Interaction],MODERATE
352,Sulfamethoxazole,Warfarin,SULFAMETHOXAZOLE/WARFARIN [VA Drug Interaction],MAJOR
353,Cimetidine,Propranolol,CIMETIDINE/PROPRANOLOL [VA Drug Interaction],MODERATE
354,Cimetidine,Metoprolol,CIMETIDINE/METOPROLOL [VA Drug Interaction],MODERATE
355,Epinephrine,Propranolol,EPINEPHRINE/PROPRANOLOL [VA Drug Interaction],MODERATE
356,Carteolol,Epinephrine,CARTEOLOL/EPINEPHRINE [VA Drug Interaction],MODERATE
357,Epinephrine,Nadolol,EPINEPHRINE/NADOLOL [VA Drug Interaction],MODERATE
358,Epinephrine,Penbutolol,EPINEPHRINE/PENBUTOLOL [VA Drug Interaction],MODERATE
359,Epinephrine,Pindolol,EPINEPHRINE/PINDOLOL [VA Drug Interaction],MODERATE
360,Epinephrine,Timolol,EPINEPHRINE/TIMOLOL [VA Drug Interaction],MODERATE
361,Indomethacin,Propranolol,INDOMETHACIN/PROPRANOLOL [VA Drug Interaction],MODERATE
362,Carteolol,Indomethacin,CARTEOLOL/INDOMETHACIN [VA Drug Interaction],MODERATE
363,Indomethacin,Nadolol,INDOMETHACIN/NADOLOL [VA Drug Interaction],MODERATE
364,Indomethacin,Penbutolol,INDOMETHACIN/PENBUTOLOL [VA Drug Interaction],MODERATE
365,Indomethacin,Pindolol,INDOMETHACIN/PINDOLOL [VA Drug Interaction],MODERATE
366,Indomethacin,Timolol,INDOMETHACIN/TIMOLOL [VA Drug Interaction],MODERATE
367,Acebutolol,Indomethacin,ACEBUTOLOL/INDOMETHACIN [VA Drug Interaction],MODERATE
368,Atenolol,Indomethacin,ATENOLOL/INDOMETHACIN [VA Drug Interaction],MODERATE
369,Indomethacin,Metoprolol,INDOMETHACIN/METOPROLOL [VA Drug Interaction],MODERATE
370,Piroxicam,Propranolol,PIROXICAM/PROPRANOLOL [VA Drug Interaction],MODERATE
371,Carteolol,Piroxicam,CARTEOLOL/PIROXICAM [VA Drug Interaction],MODERATE
372,Nadolol,Piroxicam,NADOLOL/PIROXICAM [VA Drug Interaction],MODERATE
373,Penbutolol,Piroxicam,PENBUTOLOL/PIROXICAM [VA Drug Interaction],MODERATE
374,Pindolol,Piroxicam,PINDOLOL/PIROXICAM [VA Drug Interaction],MODERATE
375,Piroxicam,Timolol,PIROXICAM/TIMOLOL [VA Drug Interaction],MODERATE
376,Acebutolol,Piroxicam,ACEBUTOLOL/PIROXICAM [VA Drug Interaction],MODERATE
377,Atenolol,Piroxicam,ATENOLOL/PIROXICAM [VA Drug Interaction],MODERATE
378,Metoprolol,Piroxicam,METOPROLOL/PIROXICAM [VA Drug Interaction],MODERATE
379,Propranolol,Sulindac,PROPRANOLOL/SULINDAC [VA Drug Interaction],MODERATE
380,Carteolol,Sulindac,CARTEOLOL/SULINDAC [VA Drug Interaction],MODERATE
381,Nadolol,Sulindac,NADOLOL/SULINDAC [VA Drug Interaction],MODERATE
382,Penbutolol,Sulindac,PENBUTOLOL/SULINDAC [VA Drug Interaction],MODERATE
383,Pindolol,Sulindac,PINDOLOL/SULINDAC [VA Drug Interaction],MODERATE
384,Sulindac,Timolol,SULINDAC/TIMOLOL [VA Drug Interaction],MODERATE
385,Acebutolol,Sulindac,ACEBUTOLOL/SULINDAC [VA Drug Interaction],MODERATE
386,Atenolol,Sulindac,ATENOLOL/SULINDAC [VA Drug Interaction],MODERATE
387,Metoprolol,Sulindac,METOPROLOL/SULINDAC [VA Drug Interaction],MODERATE
388,Cholestyramine,Warfarin,CHOLESTYRAMINE/WARFARIN [VA Drug Interaction],MODERATE
389,Carbamazepine,Erythromycin,CARBAMAZEPINE/ERYTHROMYCIN [VA Drug Interaction],MODERATE
390,Carbamazepine,Verapamil,CARBAMAZEPINE/VERAPAMIL [VA Drug Interaction],MODERATE
391,Methotrexate,Phenylbutazone,METHOTREXATE/PHENYLBUTAZONE [VA Drug Interaction],MODERATE
392,Indomethacin,Methotrexate,INDOMETHACIN/METHOTREXATE [VA Drug Interaction],MODERATE
393,Diclofenac,Methotrexate,DICLOFENAC/METHOTREXATE [VA Drug Interaction],MODERATE
394,Methotrexate,Tolmetin,METHOTREXATE/TOLMETIN [VA Drug Interaction],MODERATE
395,Ibuprofen,Methotrexate,IBUPROFEN/METHOTREXATE [VA Drug Interaction],MODERATE
396,Methotrexate,Sulindac,METHOTREXATE/SULINDAC [VA Drug Interaction],MODERATE
397,Methotrexate,Naproxen,METHOTREXATE/NAPROXEN [VA Drug Interaction],MODERATE
398,Ketoprofen,Methotrexate,KETOPROFEN/METHOTREXATE [VA Drug Interaction],MODERATE
399,Methotrexate,Piroxicam,METHOTREXATE/PIROXICAM [VA Drug Interaction],MODERATE
400,Flurbiprofen,Methotrexate,FLURBIPROFEN/METHOTREXATE [VA Drug Interaction],MODERATE
401,Methotrexate,Probenecid,METHOTREXATE/PROBENECID [VA Drug Interaction],MODERATE
402,Phenelzine,Pseudoephedrine,PHENELZINE/PSEUDOEPHEDRINE [VA Drug Interaction],MAJOR
403,Chloramphenicol,Phenytoin,CHLORAMPHENICOL/PHENYTOIN [VA Drug Interaction],MODERATE
404,Disulfiram,Phenytoin,DISULFIRAM/PHENYTOIN [VA Drug Interaction],MODERATE
405,Acebutolol,Glipizide,ACEBUTOLOL/GLIPIZIDE [VA Drug Interaction],MODERATE
406,Atenolol,Glipizide,ATENOLOL/GLIPIZIDE [VA Drug Interaction],MODERATE
407,Glipizide,Metoprolol,GLIPIZIDE/METOPROLOL [VA Drug Interaction],MODERATE
408,Glipizide,Propranolol,GLIPIZIDE/PROPRANOLOL [VA Drug Interaction],MODERATE
409,Carteolol,Glipizide,CARTEOLOL/GLIPIZIDE [VA Drug Interaction],MODERATE
410,Glipizide,Nadolol,GLIPIZIDE/NADOLOL [VA Drug Interaction],MODERATE
411,Glipizide,Penbutolol,GLIPIZIDE/PENBUTOLOL [VA Drug Interaction],MODERATE
412,Glipizide,Pindolol,GLIPIZIDE/PINDOLOL [VA Drug Interaction],MODERATE
413,Glipizide,Timolol,GLIPIZIDE/TIMOLOL [VA Drug Interaction],MODERATE
414,Acebutolol,Tolbutamide,ACEBUTOLOL/TOLBUTAMIDE [VA Drug Interaction],MODERATE
415,Atenolol,Tolbutamide,ATENOLOL/TOLBUTAMIDE [VA Drug Interaction],MODERATE
416,Metoprolol,Tolbutamide,METOPROLOL/TOLBUTAMIDE [VA Drug Interaction],MODERATE
417,Propranolol,Tolbutamide,PROPRANOLOL/TOLBUTAMIDE [VA Drug Interaction],MODERATE
418,Carteolol,Tolbutamide,CARTEOLOL/TOLBUTAMIDE [VA Drug Interaction],MODERATE
419,Nadolol,Tolbutamide,NADOLOL/TOLBUTAMIDE [VA Drug Interaction],MODERATE
420,Penbutolol,Tolbutamide,PENBUTOLOL/TOLBUTAMIDE [VA Drug Interaction],MODERATE
421,Pindolol,Tolbutamide,PINDOLOL/TOLBUTAMIDE [VA Drug Interaction],MODERATE
422,Timolol,Tolbutamide,TIMOLOL/TOLBUTAMIDE [VA Drug Interaction],MODERATE
423,Acebutolol,Tolazamide,ACEBUTOLOL/TOLAZAMIDE [VA Drug Interaction],MODERATE
424,Atenolol,Tolazamide,ATENOLOL/TOLAZAMIDE [VA Drug Interaction],MODERATE
425,Metoprolol,Tolazamide,METOPROLOL/TOLAZAMIDE [VA Drug Interaction],MODERATE
426,Propranolol,Tolazamide,PROPRANOLOL/TOLAZAMIDE [VA Drug Interaction],MODERATE
427,Carteolol,Tolazamide,CARTEOLOL/TOLAZAMIDE [VA Drug Interaction],MODERATE
428,Nadolol,Tolazamide,NADOLOL/TOLAZAMIDE [VA Drug Interaction],MODERATE
429,Penbutolol,Tolazamide,PENBUTOLOL/TOLAZAMIDE [VA Drug Interaction],MODERATE
430,Pindolol,Tolazamide,PINDOLOL/TOLAZAMIDE [VA Drug Interaction],MODERATE
431,Timolol,Tolazamide,TIMOLOL/TOLAZAMIDE [VA Drug Interaction],MODERATE
432,Acebutolol,Acetohexamide,ACEBUTOLOL/ACETOHEXAMIDE [VA Drug Interaction],MODERATE
433,Acetohexamide,Atenolol,ACETOHEXAMIDE/ATENOLOL [VA Drug Interaction],MODERATE
434,Acetohexamide,Metoprolol,ACETOHEXAMIDE/METOPROLOL [VA Drug Interaction],MODERATE
435,Acetohexamide,Propranolol,ACETOHEXAMIDE/PROPRANOLOL [VA Drug Interaction],MODERATE
436,Acetohexamide,Carteolol,ACETOHEXAMIDE/CARTEOLOL [VA Drug Interaction],MODERATE
437,Acetohexamide,Nadolol,ACETOHEXAMIDE/NADOLOL [VA Drug Interaction],MODERATE
438,Acetohexamide,Penbutolol,ACETOHEXAMIDE/PENBUTOLOL [VA Drug Interaction],MODERATE
439,Acetohexamide,Pindolol,ACETOHEXAMIDE/PINDOLOL [VA Drug Interaction],MODERATE
440,Acetohexamide,Timolol,ACETOHEXAMIDE/TIMOLOL [VA Drug Interaction],MODERATE
441,Acebutolol,Chlorpropamide,ACEBUTOLOL/CHLORPROPAMIDE [VA Drug Interaction],MODERATE
442,Atenolol,Chlorpropamide,ATENOLOL/CHLORPROPAMIDE [VA Drug Interaction],MODERATE
443,Chlorpropamide,Metoprolol,CHLORPROPAMIDE/METOPROLOL [VA Drug Interaction],MODERATE
444,Chlorpropamide,Propranolol,CHLORPROPAMIDE/PROPRANOLOL [VA Drug Interaction],MODERATE
445,Carteolol,Chlorpropamide,CARTEOLOL/CHLORPROPAMIDE [VA Drug Interaction],MODERATE
446,Chlorpropamide,Nadolol,CHLORPROPAMIDE/NADOLOL [VA Drug Interaction],MODERATE
447,Chlorpropamide,Penbutolol,CHLORPROPAMIDE/PENBUTOLOL [VA Drug Interaction],MODERATE
448,Chlorpropamide,Pindolol,CHLORPROPAMIDE/PINDOLOL [VA Drug Interaction],MODERATE
449,Chlorpropamide,Timolol,CHLORPROPAMIDE/TIMOLOL [VA Drug Interaction],MODERATE
450,Aluminum Carbonate,Ciprofloxacin,ALUMINUM CARBONATE/CIPROFLOXACIN [VA Drug Interaction],MODERATE
451,Ciprofloxacin,Magnesium Hydroxide,CIPROFLOXACIN/MAGNESIUM HYDROXIDE [VA Drug Interaction],MODERATE
452,Ciprofloxacin,Magnesium Oxide,CIPROFLOXACIN/MAGNESIUM OXIDE [VA Drug Interaction],MODERATE
453,Calcium Carbonate,Ciprofloxacin,CALCIUM CARBONATE/CIPROFLOXACIN [VA Drug Interaction],MODERATE
454,Ciprofloxacin,Sodium Bicarbonate,CIPROFLOXACIN/SODIUM BICARBONATE [VA Drug Interaction],MODERATE
455,Ciprofloxacin,Magnesium Carbonate,CIPROFLOXACIN/MAGNESIUM CARBONATE [VA Drug Interaction],MODERATE
456,Aluminum Carbonate,Tetracycline,ALUMINUM CARBONATE/TETRACYCLINE [VA Drug Interaction],MODERATE
457,Magnesium Hydroxide,Tetracycline,MAGNESIUM HYDROXIDE/TETRACYCLINE [VA Drug Interaction],MODERATE
458,Magnesium Oxide,Tetracycline,MAGNESIUM OXIDE/TETRACYCLINE [VA Drug Interaction],MODERATE
459,Calcium Carbonate,Tetracycline,CALCIUM CARBONATE/TETRACYCLINE [VA Drug Interaction],MODERATE
460,Sodium Bicarbonate,Tetracycline,SODIUM BICARBONATE/TETRACYCLINE [VA Drug Interaction],MODERATE
461,Magnesium Carbonate,Tetracycline,MAGNESIUM CARBONATE/TETRACYCLINE [VA Drug Interaction],MODERATE
462,Aluminum Carbonate,Doxycycline,ALUMINUM CARBONATE/DOXYCYCLINE [VA Drug Interaction],MODERATE
463,Doxycycline,Magnesium Hydroxide,DOXYCYCLINE/MAGNESIUM HYDROXIDE [VA Drug Interaction],MODERATE
464,Doxycycline,Magnesium Oxide,DOXYCYCLINE/MAGNESIUM OXIDE [VA Drug Interaction],MODERATE
465,Calcium Carbonate,Doxycycline,CALCIUM CARBONATE/DOXYCYCLINE [VA Drug Interaction],MODERATE
466,Doxycycline,Magnesium Carbonate,DOXYCYCLINE/MAGNESIUM CARBONATE [VA Drug Interaction],MODERATE
467,Isocarboxazid,Methamphetamine,ISOCARBOXAZID/METHAMPHETAMINE [VA Drug Interaction],MAJOR
468,Methamphetamine,Pargyline,METHAMPHETAMINE/PARGYLINE [VA Drug Interaction],MAJOR
469,Methamphetamine,Phenelzine,METHAMPHETAMINE/PHENELZINE [VA Drug Interaction],MAJOR
470,Methamphetamine,Tranylcypromine,METHAMPHETAMINE/TRANYLCYPROMINE [VA Drug Interaction],MAJOR
471,Levothyroxine Sodium,Warfarin,LEVOTHYROXINE SODIUM/WARFARIN [VA Drug Interaction],MODERATE
472,Salsalate,Warfarin,SALSALATE/WARFARIN [VA Drug Interaction],MODERATE
473,Choline Salicylate,Warfarin,CHOLINE SALICYLATE/WARFARIN [VA Drug Interaction],MODERATE
474,Diflunisal,Warfarin,DIFLUNISAL/WARFARIN [VA Drug Interaction],MODERATE
475,Fenoprofen,Warfarin,FENOPROFEN/WARFARIN [VA Drug Interaction],MODERATE
476,Mefenamic Acid,Warfarin,MEFENAMIC ACID/WARFARIN [VA Drug Interaction],MODERATE
477,Etodolac,Warfarin,ETODOLAC/WARFARIN [VA Drug Interaction],MODERATE
478,Anisindione,Salsalate,ANISINDIONE/SALSALATE [VA Drug Interaction],MAJOR
479,Anisindione,Choline Salicylate,ANISINDIONE/CHOLINE SALICYLATE [VA Drug Interaction],MAJOR
480,Anisindione,Diflunisal,ANISINDIONE/DIFLUNISAL [VA Drug Interaction],MODERATE
481,Anisindione,Diclofenac,ANISINDIONE/DICLOFENAC [VA Drug Interaction],MODERATE
482,Anisindione,Fenoprofen,ANISINDIONE/FENOPROFEN [VA Drug Interaction],MODERATE
483,Anisindione,Flurbiprofen,ANISINDIONE/FLURBIPROFEN [VA Drug Interaction],MODERATE
484,Anisindione,Ibuprofen,ANISINDIONE/IBUPROFEN [VA Drug Interaction],MODERATE
485,Anisindione,Indomethacin,ANISINDIONE/INDOMETHACIN [VA Drug Interaction],MODERATE
486,Anisindione,Ketoprofen,ANISINDIONE/KETOPROFEN [VA Drug Interaction],MODERATE
487,Anisindione,Mefenamic Acid,ANISINDIONE/MEFENAMIC ACID [VA Drug Interaction],MODERATE
488,Anisindione,Naproxen,ANISINDIONE/NAPROXEN [VA Drug Interaction],MODERATE
489,Anisindione,Piroxicam,ANISINDIONE/PIROXICAM [VA Drug Interaction],MODERATE
490,Anisindione,Sulindac,ANISINDIONE/SULINDAC [VA Drug Interaction],MODERATE
491,Anisindione,Tolmetin,ANISINDIONE/TOLMETIN [VA Drug Interaction],MODERATE
492,Anisindione,Etodolac,ANISINDIONE/ETODOLAC [VA Drug Interaction],MODERATE
493,Anisindione,Phenylbutazone,ANISINDIONE/PHENYLBUTAZONE [VA Drug Interaction],MAJOR
494,Anisindione,Meclofenamic Acid,ANISINDIONE/MECLOFENAMIC ACID [VA Drug Interaction],MODERATE
495,Meclofenamic Acid,Warfarin,MECLOFENAMIC ACID/WARFARIN [VA Drug Interaction],MODERATE
496,Amiloride,Potassium Acetate,AMILORIDE/POTASSIUM ACETATE [VA Drug Interaction],MODERATE
497,Potassium Acetate,Spironolactone,POTASSIUM ACETATE/SPIRONOLACTONE [VA Drug Interaction],MODERATE
498,Potassium Acetate,Triamterene,POTASSIUM ACETATE/TRIAMTERENE [VA Drug Interaction],MODERATE
499,Amiloride,Potassium Chloride,AMILORIDE/POTASSIUM CHLORIDE [VA Drug Interaction],MODERATE
500,Potassium Chloride,Spironolactone,POTASSIUM CHLORIDE/SPIRONOLACTONE [VA Drug Interaction],MODERATE
501,Potassium Chloride,Triamterene,POTASSIUM CHLORIDE/TRIAMTERENE [VA Drug Interaction],MODERATE
502,Amiloride,Potassium Citrate,AMILORIDE/POTASSIUM CITRATE [VA Drug Interaction],MODERATE
503,Potassium Citrate,Spironolactone,POTASSIUM CITRATE/SPIRONOLACTONE [VA Drug Interaction],MODERATE
504,Potassium Citrate,Triamterene,POTASSIUM CITRATE/TRIAMTERENE [VA Drug Interaction],MODERATE
505,Amiloride,Potassium Gluconate,AMILORIDE/POTASSIUM GLUCONATE [VA Drug Interaction],MODERATE
506,Potassium Gluconate,Spironolactone,POTASSIUM GLUCONATE/SPIRONOLACTONE [VA Drug Interaction],MODERATE
507,Potassium Gluconate,Triamterene,POTASSIUM GLUCONATE/TRIAMTERENE [VA Drug Interaction],MODERATE
508,Gemfibrozil,Lovastatin,GEMFIBROZIL/LOVASTATIN [VA Drug Interaction],MODERATE
509,Indomethacin,Ramipril,INDOMETHACIN/RAMIPRIL [VA Drug Interaction],MODERATE
510,Fosinopril,Indomethacin,FOSINOPRIL/INDOMETHACIN [VA Drug Interaction],MODERATE
511,Benazepril,Indomethacin,BENAZEPRIL/INDOMETHACIN [VA Drug Interaction],MODERATE
512,Indomethacin,Quinapril,INDOMETHACIN/QUINAPRIL [VA Drug Interaction],MODERATE
513,Ramipril,Triamterene,RAMIPRIL/TRIAMTERENE [VA Drug Interaction],MODERATE
514,Fosinopril,Triamterene,FOSINOPRIL/TRIAMTERENE [VA Drug Interaction],MODERATE
515,Benazepril,Triamterene,BENAZEPRIL/TRIAMTERENE [VA Drug Interaction],MODERATE
516,Quinapril,Triamterene,QUINAPRIL/TRIAMTERENE [VA Drug Interaction],MODERATE
517,Ramipril,Spironolactone,RAMIPRIL/SPIRONOLACTONE [VA Drug Interaction],MODERATE
518,Fosinopril,Spironolactone,FOSINOPRIL/SPIRONOLACTONE [VA Drug Interaction],MODERATE
519,Benazepril,Spironolactone,BENAZEPRIL/SPIRONOLACTONE [VA Drug Interaction],MODERATE
520,Quinapril,Spironolactone,QUINAPRIL/SPIRONOLACTONE [VA Drug Interaction],MODERATE
521,Amiloride,Ramipril,AMILORIDE/RAMIPRIL [VA Drug Interaction],MODERATE
522,Amiloride,Fosinopril,AMILORIDE/FOSINOPRIL [VA Drug Interaction],MODERATE
523,Amiloride,Benazepril,AMILORIDE/BENAZEPRIL [VA Drug Interaction],MODERATE
524,Amiloride,Quinapril,AMILORIDE/QUINAPRIL [VA Drug Interaction],MODERATE
526,Nabumetone,Warfarin,NABUMETONE/WARFARIN [VA Drug Interaction],MODERATE
528,Anisindione,Nabumetone,ANISINDIONE/NABUMETONE [VA Drug Interaction],MODERATE
